system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000ff3,36,200,198,31,28,25,88,52,33,25,0,0,42,642,-192,-41,55,-112,18,11,0,43,-13,19,-641,129,30,-48,38,-18,10,1,849,-119,-53,70,-113,9,19,-1,3.3749418,343.0,0.10250112,101133.0,0.0085565,163.125,288.935,1.8579972,"{""type"":""Point"",""coordinates"":[116.45413282145157,34.563624876926575]}"
00000000000000000ff4,35,199,197,29,26,21,92,51,26,22,0,0,50,-60,-214,-33,30,-200,-18,17,1,50,-15,21,-912,135,20,-9,72,17,-10,2,-19,-131,-48,55,-168,-13,12,1,0.92740995,343.0,0.10250112,101133.0,0.0085565,163.125,288.935,1.8579972,"{""type"":""Point"",""coordinates"":[116.46868732729003,34.53883227506942]}"
0000000000000000104e,37,204,201,33,30,29,76,58,41,27,0,1,41,1667,-162,-39,39,-59,49,-60,-4,38,-10,17,-1195,57,15,-34,-9,-1,36,3,1958,-94,-48,11,-45,-18,-6,-5,0.0,345.25,0.10250112,101229.0,0.009111,166.125,289.375,1.9739972,"{""type"":""Point"",""coordinates"":[116.77079142366097,34.178786619609994]}"
0000000000000000114f,36,203,202,31,28,26,76,50,36,35,0,1,38,273,-168,-42,56,-50,40,-39,0,38,-12,16,-500,76,7,-42,-17,7,10,1,1113,-107,-58,48,-48,-18,-5,-2,0.92740995,345.25,0.10250112,101229.0,0.009111,166.125,289.375,1.9739972,"{""type"":""Point"",""coordinates"":[116.77321717463407,34.10009240421877]}"
000000000000000009b0,33,197,194,28,22,17,76,34,17,26,0,1,53,-580,-242,-52,63,-24,24,-63,3,46,-16,19,-37,161,32,-52,-23,-3,-5,0,-464,-167,-57,56,-28,1,-17,2,2.1624296,349.625,0.10250112,101098.0,0.009354001,156.375,289.52997,2.2019973,"{""type"":""Point"",""coordinates"":[114.80563437570001,33.58670718173344]}"
00000000000000000aa8,35,197,193,29,23,18,87,41,18,21,0,0,45,589,-134,-48,73,168,192,-166,0,52,-17,23,-2156,48,48,-68,-181,-115,86,6,1000,-96,-46,61,100,129,-122,-2,2.9938889,349.625,0.10250112,101098.0,0.009354001,156.375,289.52997,2.2019973,"{""type"":""Point"",""coordinates"":[114.82099597882912,33.51582977048892]}"
00000000000000000eb1,35,195,192,29,25,22,66,26,13,24,0,0,8,2004,-137,-167,83,-84,76,-49,-5,35,-15,15,-1525,56,62,-43,90,-88,-21,4,1407,-91,-130,18,-83,53,-14,-3,1.1081995,349.75,0.10250112,101420.0,0.010100001,158.625,289.195,2.1749973,"{""type"":""Point"",""coordinates"":[119.30942899900455,33.19297301781522]}"
00000000000000001af9,37,203,201,32,31,31,81,57,43,25,0,0,28,897,-182,-31,108,-83,70,-81,-1,35,-10,17,-1500,109,25,-71,35,-66,42,4,1039,-145,-38,85,-74,36,-46,-2,2.979256,330.125,0.053751115,100883.0,0.0079115005,159.5,287.735,2.8659973,"{""type"":""Point"",""coordinates"":[115.34247001062539,37.390891145257626]}"
0000000000000000159a,35,198,196,29,24,19,79,44,20,21,0,0,67,867,-130,-80,162,34,134,-177,-1,48,-16,21,-245,46,71,-107,-99,-71,59,0,554,-86,-54,101,29,62,-117,0,0.92740995,342.375,0.053751115,100252.0,0.008224,159.0,289.22498,2.2719972,"{""type"":""Point"",""coordinates"":[114.34345301061137,35.286949036109185]}"
00000000000000001794,40,202,201,37,36,41,79,70,56,38,0,0,35,-318,-180,0,67,-107,71,-46,2,28,-9,14,-312,108,-3,-42,61,-87,20,0,19,-125,-23,53,-86,26,-21,0,1.4990734,326.875,0.053751115,100955.0,0.0075405007,158.0,287.24,2.3919973,"{""type"":""Point"",""coordinates"":[115.2885728561924,38.07055624602594]}"
0000000000000000181e,35,202,200,30,26,25,77,49,30,22,0,0,35,-310,-154,-25,125,-74,54,-74,2,34,-10,15,121,95,17,-93,21,-84,47,0,39,-103,-48,100,-58,6,-32,0,2.5292792,326.875,0.053751115,100955.0,0.0075405007,158.0,287.24,2.3919973,"{""type"":""Point"",""coordinates"":[115.28776129980066,38.02635763638419]}"
000000000000000016c7,37,203,201,33,34,38,73,67,53,36,0,0,66,26,-158,-8,75,-127,114,-44,0,25,-7,12,83,140,-3,-44,40,-99,7,0,132,-107,-36,76,-110,74,-30,0,1.8543341,323.125,0.053751115,101262.0,0.0070015006,152.75,286.735,1.6059973,"{""type"":""Point"",""coordinates"":[115.78551737309365,39.49807056177083]}"
00000000000000001bc7,37,206,202,33,32,35,70,63,48,32,0,0,13,522,-146,-22,67,-139,86,-26,0,26,-5,12,717,97,10,4,48,-107,-2,-2,266,-116,-30,55,-124,45,-7,0,3.0136578,327.25,0.053751115,101582.0,0.0073065003,159.125,287.53497,2.3239973,"{""type"":""Point"",""coordinates"":[116.34633851258556,38.75345419505801]}"
000000000000000012a3,38,203,201,35,32,33,61,51,43,31,0,1,41,33,-150,12,21,-63,17,-8,0,23,-9,10,-294,93,-25,-6,2,-12,-24,0,12,-89,-33,44,-62,2,-4,0,2.207838,325.375,0.053751115,101475.0,0.0071210004,149.625,286.8,1.6859972,"{""type"":""Point"",""coordinates"":[115.78578937825792,39.345805638098824]}"
000000000000000017f0,31,203,200,28,27,28,65,62,43,26,0,0,1432,243,-101,45,7,-64,65,-20,0,22,-7,11,-818,-29,-74,-14,-4,-68,-51,2,-168,-108,12,12,-71,51,-36,1,4.4499774,262.0,0.05375112,86176.0,0.0045005004,178.0,277.085,3.8589973,"{""type"":""Point"",""coordinates"":[115.11932767570887,41.41552414666205]}"
00000000000000001d25,33,200,198,27,23,19,89,44,23,23,0,0,27,726,-209,-24,160,-90,38,-66,-1,40,-13,18,-30,151,23,-112,0,-31,9,0,687,-137,-54,148,-74,6,-45,-1,1.1986191,324.125,0.05375112,101448.0,0.0070405006,154.25,286.95502,1.8729973,"{""type"":""Point"",""coordinates"":[115.96392600624205,39.31400332938565]}"
00000000000000001c97,35,200,198,30,28,26,79,45,29,34,0,0,79,1590,-145,-49,56,-80,73,-98,-3,43,-16,17,-1525,61,15,-31,-8,-2,-7,4,501,-74,-58,8,-38,16,-82,0,1.1352706,344.25,0.05375112,100507.0,0.008449,164.5,289.96,1.8549972,"{""type"":""Point"",""coordinates"":[113.63037140654852,35.2271212772751]}"
00000000000000001d85,35,196,194,30,26,25,51,23,12,26,0,0,4,983,-156,2,31,-233,184,-76,-2,27,-13,13,1814,181,-62,-16,140,-88,-110,-6,578,-80,-70,26,-181,88,2,-1,2.398198,318.5,0.05375112,101854.0,0.0073675,165.375,286.22998,2.5239973,"{""type"":""Point"",""coordinates"":[118.3203870080471,39.37248443970159]}"
00000000000000000b83,35,199,198,29,25,20,87,44,25,25,0,0,31,189,-158,-74,181,-44,15,-94,0,44,-14,20,-486,96,59,-128,-34,-38,42,0,533,-108,-68,128,-34,-19,-48,0,0.92740995,326.5,0.05375112,101013.0,0.0076360004,160.875,287.28998,2.4869971,"{""type"":""Point"",""coordinates"":[115.39663917022264,37.92718722895555]}"
00000000000000001922,42,203,201,39,40,46,78,83,72,42,0,0,9,1379,-236,36,56,-190,174,-77,-3,29,-6,14,719,115,-78,-63,120,-159,46,-2,1058,-140,-13,34,-122,84,-8,-2,3.0306225,318.625,0.05375112,101874.0,0.0073975003,165.5,286.24,2.4709973,"{""type"":""Point"",""coordinates"":[118.45890452317137,39.3894646965131]}"
00000000000000001298,41,206,203,36,35,41,61,67,60,31,0,1,11,305,-91,-11,22,-48,24,1,0,15,-5,7,-270,42,-13,39,-11,-59,-4,0,288,-77,-17,24,-41,1,10,0,0.0,326.625,0.05375112,101595.0,0.0072150007,160.625,287.595,2.3749971,"{""type"":""Point"",""coordinates"":[116.48000452576365,38.88173361416355]}"
000000000000000001fd,36,202,200,30,27,29,80,59,42,24,0,1,19,223,-179,-25,51,-64,19,-37,0,34,-10,17,936,81,8,-22,10,-21,7,-3,-220,-126,-44,44,-74,-7,18,1,0.0,328.625,0.05375112,101518.0,0.0076870006,164.375,287.43,2.1159973,"{""type"":""Point"",""coordinates"":[116.84058973245054,37.366098543400454]}"
00000000000000000411,39,204,201,36,36,41,76,71,57,41,0,1,19,799,-140,-24,51,-19,24,-64,-1,27,-7,14,753,38,13,-27,-8,-36,33,-2,638,-106,-32,41,-41,3,-5,-1,1.4904224,328.625,0.05375112,101518.0,0.0076870006,164.375,287.43,2.1159973,"{""type"":""Point"",""coordinates"":[116.88532789331977,37.373375796319685]}"
000000000000000015e3,37,200,199,30,25,18,95,44,19,22,1,0,81,-3791,-127,-77,108,71,87,-159,13,44,-17,18,574,20,23,-95,-99,-32,16,-2,-2740,-63,-69,44,47,37,-111,9,1.4653602,344.875,0.05375112,100548.0,0.008465,163.75,290.01,1.8699973,"{""type"":""Point"",""coordinates"":[113.62363370485677,35.18938836416085]}"
00000000000000001855,36,197,196,29,24,19,91,33,18,22,1,0,79,1108,-125,-90,134,93,138,-203,-2,49,-19,20,-2187,19,33,-111,-140,-43,71,6,569,-67,-75,73,69,65,-148,0,2.450538,344.875,0.05375112,100548.0,0.008465,163.75,290.01,1.8699973,"{""type"":""Point"",""coordinates"":[113.64034195650405,35.19181411513392]}"
00000000000000001990,33,202,199,27,22,17,70,38,25,24,0,0,36,-585,-186,-9,31,-106,-8,7,3,33,-13,14,-258,151,-4,-6,68,-10,-40,0,-207,-125,-72,58,-106,-28,16,1,2.575073,321.0,0.05375112,101420.0,0.0068165003,159.875,287.085,1.9069972,"{""type"":""Point"",""coordinates"":[116.03102655889428,39.5031896097802]}"
000000000000000002fe,45,204,201,41,40,45,77,72,60,38,0,1,18,2,-113,7,25,-32,41,-56,0,25,-6,13,1881,12,-4,-6,1,-58,27,-6,427,-83,-14,12,-18,-12,-8,0,1.4899327,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.98396320862199,37.33294958616914]}"
000000000000000003bc,43,204,201,40,38,43,77,77,62,39,0,1,18,879,-125,-8,36,-14,16,-43,-1,27,-5,14,897,43,4,-24,-24,-22,18,-3,442,-92,-28,27,-31,-3,-5,0,1.1672539,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.91604664047694,37.3935844422939]}"
000000000000000003f3,45,206,203,42,41,49,75,83,72,46,0,1,17,468,-92,-6,34,-11,47,-75,0,22,-4,11,1505,5,0,-39,-12,-79,46,-5,539,-62,-16,13,0,-8,-22,-1,2.332616,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.93168024877035,37.363940338490586]}"
0000000000000000049e,44,205,201,40,39,44,76,76,61,43,0,1,19,-393,-129,-8,44,-22,37,-64,2,25,-5,13,1576,26,-2,-39,1,-84,43,-5,697,-80,-29,21,-21,-14,-1,-1,2.1903918,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.98611695443084,37.35720263679883]}"
00000000000000000ad6,36,199,198,30,25,22,83,45,28,23,0,0,13,2256,-99,-38,232,49,23,-136,-5,56,-19,26,470,39,30,-161,-107,-23,70,-2,2305,-76,-56,148,35,-42,-35,-6,2.7802885,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.99474085586817,37.33618243443288]}"
00000000000000001a65,47,204,201,44,41,42,75,65,42,41,0,0,16,446,-80,-22,49,19,44,-79,0,36,-11,16,1172,-11,-5,-37,-38,-67,53,-4,891,-50,-35,34,13,-13,-21,-2,4.461795,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.9306011463154,37.33375668345981]}"
00000000000000001ad8,35,199,197,30,25,24,86,47,29,24,0,0,16,248,-273,2,53,-63,-4,-3,0,43,-15,21,1619,168,-20,-52,16,-32,-20,-5,765,-191,-42,47,-47,-63,57,-1,1.4897673,329.0,0.05375112,101527.0,0.0075740004,164.0,287.53,2.0089972,"{""type"":""Point"",""coordinates"":[116.96994825401106,37.319474182785626]}"
00000000000000000485,40,204,200,36,34,38,74,73,60,34,0,1,21,1060,-132,-15,45,-23,29,-60,-2,26,-6,13,361,43,9,-14,-15,-35,26,-1,789,-90,-29,35,-35,-2,-8,-1,0.0,329.25,0.05375112,101515.0,0.0075740004,164.75,287.61,2.0229974,"{""type"":""Point"",""coordinates"":[116.80636613186539,37.296567780674074]}"
000000000000000017d6,36,200,200,31,29,23,85,49,20,26,0,0,18,-759,-172,-100,84,-154,-13,82,3,38,-15,16,-966,134,69,-41,81,-30,-16,2,-1077,-133,-74,64,-133,-37,84,4,2.993838,325.375,0.05375112,101331.0,0.0078300005,167.25,287.265,2.4829974,"{""type"":""Point"",""coordinates"":[115.8997862966893,37.980816837325335]}"
00000000000000001baf,32,191,190,28,22,22,44,45,30,22,1,0,787,521,-232,63,15,-85,72,-6,0,28,-9,14,1958,157,-65,-28,34,-84,-16,-6,1083,-177,17,19,-98,50,0,-2,3.0373278,269.5,0.05375112,88383.0,0.004718,174.125,278.49,2.9239974,"{""type"":""Point"",""coordinates"":[116.08950766921022,40.785176703544835]}"
0000000000000000043e,39,204,201,35,31,30,78,61,45,30,0,1,24,335,-188,-15,30,-87,19,0,0,32,-8,15,1582,78,5,-10,7,-22,0,-5,431,-134,-31,30,-89,-1,32,0,1.1680939,327.5,0.05375112,101429.0,0.0080780005,164.875,287.08002,2.5939972,"{""type"":""Point"",""coordinates"":[116.44335517420537,37.447486055827945]}"
00000000000000000262,44,187,187,39,33,32,33,27,23,33,0,1,25,5,-135,0,16,-16,10,-14,0,16,-9,7,884,0,-9,-7,-7,-25,6,-3,-129,-103,-12,19,-15,-3,8,0,2.3340843,327.5,0.05375112,101367.0,0.0081090005,165.75,287.15497,2.6379972,"{""type"":""Point"",""coordinates"":[116.29944660590752,37.41110425033289]}"
00000000000000001b7c,31,182,181,25,17,13,30,26,13,13,1,0,890,-998,-285,29,2,-70,17,60,4,30,-16,14,1769,145,-53,-52,35,-49,-50,-6,-859,-257,-41,19,-84,-7,86,3,34.254513,287.625,0.05375112,94423.0,0.0052600005,163.0,281.185,2.0279973,"{""type"":""Point"",""coordinates"":[117.7975663277327,41.35812213880105]}"
00000000000000001c68,35,200,198,30,25,23,73,42,24,25,0,0,18,1715,-207,-41,90,-70,14,-26,-4,37,-12,18,761,126,33,-65,12,-22,-4,-3,1144,-150,-56,75,-76,-18,33,-2,2.5140612,327.625,0.05375112,101462.0,0.008001501,164.125,287.135,2.4999971,"{""type"":""Point"",""coordinates"":[116.5258217890878,37.50973956563511]}"
000000000000000000f7,43,205,202,40,39,46,75,84,73,42,0,1,19,262,-122,1,54,-38,76,-85,0,25,-4,13,2563,26,-20,-3,-18,-94,61,-8,756,-81,-30,33,-18,6,-23,-1,0.0,329.625,0.05375112,101524.0,0.0074445005,164.25,287.71997,1.9079973,"{""type"":""Point"",""coordinates"":[116.94758140312692,37.219224672902065]}"
0000000000000000023c,45,204,201,42,40,46,76,78,68,47,0,1,20,620,-114,-15,53,-35,66,-76,-1,25,-5,13,2233,9,-8,-27,-11,-90,57,-7,871,-80,-27,23,-16,-2,-17,-2,1.4891344,329.625,0.05375112,101524.0,0.0074445005,164.25,287.71997,1.9079973,"{""type"":""Point"",""coordinates"":[116.90823429543131,37.26719568203504]}"
00000000000000001875,34,200,198,28,23,19,82,35,17,23,0,0,17,869,-247,-30,76,-43,-40,20,-1,46,-18,21,2339,181,-11,-56,14,-10,-42,-8,937,-174,-58,47,-30,-102,72,-1,3.0140524,329.625,0.05375112,101524.0,0.0074445005,164.25,287.71997,1.9079973,"{""type"":""Point"",""coordinates"":[116.92763584411485,37.291176727500456]}"
000000000000000011f2,40,207,204,37,33,34,67,61,50,22,0,1,21,524,-135,-35,46,-71,-5,1,0,27,-10,12,-1731,96,5,14,30,-35,20,5,60,-100,-37,42,-72,-28,27,0,3.0175195,325.75,0.05375112,101311.0,0.007886501,167.0,287.28497,2.5299973,"{""type"":""Point"",""coordinates"":[115.81812677909753,37.86169641178359]}"
00000000000000000151,42,205,202,39,36,41,74,77,66,39,0,1,21,269,-129,-25,42,-17,27,-57,0,26,-4,13,594,38,8,-37,-18,-37,31,-2,363,-91,-28,28,-37,1,-6,0,0.92740995,327.75,0.05375112,101497.0,0.007965,164.375,287.15,2.4299972,"{""type"":""Point"",""coordinates"":[116.61448209533344,37.418921054479576]}"
0000000000000000016d,41,204,201,37,36,43,75,73,61,41,0,1,18,312,-111,-16,37,-7,17,-50,0,25,-5,12,623,43,-6,-26,-23,-25,25,-2,171,-77,-23,26,-30,3,-12,0,3.7047918,327.75,0.05375112,101497.0,0.007965,164.375,287.15,2.4299972,"{""type"":""Point"",""coordinates"":[116.63604184892688,37.444788299690615]}"
0000000000000000044b,42,204,201,38,36,42,69,73,63,41,0,1,20,901,-119,-17,37,-6,10,-56,-2,24,-4,12,813,34,3,-31,-29,-29,28,-2,361,-84,-23,21,-25,-1,-10,0,1.1673924,327.75,0.05375112,101497.0,0.007965,164.375,287.15,2.4299972,"{""type"":""Point"",""coordinates"":[116.69722071538014,37.40248034889552]}"
00000000000000001c5d,34,200,198,28,22,18,53,28,18,20,0,0,21,700,-171,-27,63,-31,0,-29,-1,33,-13,16,769,123,17,-48,12,-30,-17,-3,394,-140,-45,48,-64,-20,24,0,1.4911437,327.75,0.05375112,101497.0,0.007965,164.375,287.15,2.4299972,"{""type"":""Point"",""coordinates"":[116.6716165571313,37.43239199876203]}"
0000000000000000013e,42,205,202,38,35,39,75,72,60,38,0,1,20,295,-132,-21,35,-47,26,-30,0,27,-6,13,1450,38,9,-16,-8,-35,13,-4,261,-90,-23,18,-57,0,3,0,2.33297,327.875,0.05375112,101483.0,0.008061001,165.375,287.12,2.5419972,"{""type"":""Point"",""coordinates"":[116.56732264259222,37.37526199606529]}"
0000000000000000041c,45,205,203,40,37,42,66,71,63,37,0,1,21,-16,-102,-2,15,-10,30,-26,0,20,-3,9,1446,17,-2,-12,-31,-34,21,-4,408,-67,-14,9,-22,-8,5,0,0.92740995,327.875,0.05375112,101483.0,0.008061001,165.375,287.12,2.5419972,"{""type"":""Point"",""coordinates"":[116.55169349339994,37.351004486334546]}"
00000000000000000405,41,205,202,37,32,40,67,74,65,34,0,1,27,96,-112,-15,38,-4,8,-24,0,22,-4,11,78,67,-16,4,-27,-13,16,0,303,-76,-27,38,-34,-1,2,0,2.3313322,327.875,0.05375112,101350.0,0.0081435,166.0,287.245,2.6699972,"{""type"":""Point"",""coordinates"":[116.10244352136627,37.32243948498617]}"
00000000000000000e7a,36,201,199,30,27,23,85,49,33,27,0,0,19,511,-132,-86,31,61,153,-120,0,45,-13,21,1392,50,115,-15,-83,-98,46,-5,1183,-97,-71,-2,34,116,-61,-2,1.4440155,350.0,0.14125112,101231.0,0.009952,164.625,289.69,2.1209974,"{""type"":""Point"",""coordinates"":[117.46770432730402,33.10053585297728]}"
00000000000000001124,44,205,202,42,41,43,76,73,60,43,0,1,19,435,-101,-15,22,-35,21,-47,0,27,-5,12,716,27,27,2,6,1,12,-2,244,-78,-17,-2,-17,24,-14,0,2.4015234,350.0,0.14125112,101231.0,0.009952,164.625,289.69,2.1209974,"{""type"":""Point"",""coordinates"":[117.49141782670625,33.19459167149763]}"
00000000000000000e93,35,199,197,29,27,21,77,40,20,27,0,0,15,1160,-112,-160,98,13,103,-80,-2,39,-14,16,348,23,79,-91,-62,-46,-12,-1,807,-73,-106,23,13,75,-47,-1,2.3985095,352.125,0.14125112,101242.0,0.010057,157.625,289.695,2.4959974,"{""type"":""Point"",""coordinates"":[118.24815848918337,33.06496560387395]}"
0000000000000000074d,37,198,196,31,26,22,54,40,28,21,0,1,32,2292,-143,-39,31,-83,30,-61,-6,35,-10,15,127,113,9,-14,0,5,-45,0,1436,-100,-42,-5,-69,10,-48,-3,1.4386379,356.125,0.14125112,101064.0,0.0102215,156.625,290.09,2.0329971,"{""type"":""Point"",""coordinates"":[117.26585419991768,32.534600124577096]}"
000000000000000010de,40,204,201,34,29,26,61,50,37,33,0,1,26,173,-142,-23,17,-54,42,-23,0,32,-10,13,-98,73,7,-16,-11,6,-21,0,583,-97,-16,-17,-42,17,-36,-1,1.8543341,356.125,0.14125112,101064.0,0.0102215,156.625,290.09,2.0329971,"{""type"":""Point"",""coordinates"":[117.22462089247651,32.55508077571558]}"
00000000000000000deb,35,198,196,29,26,18,88,38,17,22,0,0,33,829,-226,-16,16,-152,149,-84,-1,38,-15,16,-756,202,-12,18,94,-62,-52,1,973,-137,-21,24,-93,107,-88,-2,1.436874,356.125,0.14125112,100645.0,0.010109,152.25,289.94,2.2269974,"{""type"":""Point"",""coordinates"":[117.81292793086179,32.34541384418255]}"
00000000000000000ded,34,199,197,28,25,18,100,36,14,21,0,0,31,886,-205,37,10,-101,101,-91,-1,34,-13,14,-836,167,-48,52,63,-65,-20,2,1371,-100,3,19,-65,68,-96,-3,4.4777207,356.125,0.14125112,100645.0,0.010109,152.25,289.94,2.2269974,"{""type"":""Point"",""coordinates"":[117.80241782967882,32.31684884283417]}"
00000000000000000df2,34,198,196,28,25,16,93,41,18,20,0,0,43,-1252,-196,-38,29,-23,156,-121,5,42,-15,18,1270,166,-28,16,-20,-108,14,-4,-679,-105,-31,11,-1,108,-122,3,2.3832152,356.125,0.14125112,100645.0,0.010109,152.25,289.94,2.2269974,"{""type"":""Point"",""coordinates"":[117.82505222662616,32.39311284815126]}"
00000000000000000e05,40,193,191,34,29,23,23,11,7,27,0,0,35,686,-165,1,38,-50,10,5,-2,8,-15,4,-792,33,-19,10,40,-26,13,1,-204,-134,2,36,-38,12,-8,0,2.3830535,356.125,0.14125112,101102.0,0.010089001,152.75,290.09,2.4149973,"{""type"":""Point"",""coordinates"":[118.4279137708499,32.385840054333094]}"
000000000000000016a0,34,198,196,28,24,18,56,27,13,22,0,0,39,549,-233,84,-48,-71,73,-54,0,33,-15,14,-1822,159,-72,6,-15,-25,16,5,1327,-181,72,-65,-70,47,-45,-3,0.92740995,354.25,0.14125112,101173.0,0.0100045,155.75,289.97,2.0619974,"{""type"":""Point"",""coordinates"":[115.33303901189734,32.16539101645284]}"
00000000000000000761,48,204,203,46,50,52,82,78,64,52,0,1,28,187,-92,-20,25,-21,33,-19,0,24,-6,12,-574,-17,-13,-30,-17,-55,-48,1,-429,-54,-9,16,2,2,-10,2,2.9904232,356.25,0.14125112,101279.0,0.010098001,149.5,289.805,2.2279973,"{""type"":""Point"",""coordinates"":[116.21482178611527,32.771752955003564]}"
00000000000000000769,41,204,201,38,37,38,74,65,51,43,0,1,31,-576,-114,-39,14,-28,30,-35,2,29,-7,14,-704,15,-8,1,-28,-59,-33,1,-515,-88,-19,5,-17,3,-25,2,2.8799615,356.25,0.14125112,101279.0,0.010098001,149.5,289.805,2.2279973,"{""type"":""Point"",""coordinates"":[116.211049386624,32.77391115991344]}"
00000000000000001193,45,205,202,42,40,43,67,70,59,37,0,1,28,219,-86,-37,4,-7,35,-43,0,22,-4,11,-305,-11,-2,-12,-54,-64,-49,0,721,-63,-22,10,-14,18,-37,-1,4.3134828,356.25,0.14125112,101279.0,0.010098001,149.5,289.805,2.2279973,"{""type"":""Point"",""coordinates"":[116.22155948780697,32.70572704570519]}"
00000000000000000de5,38,192,191,32,26,22,38,24,13,22,0,0,52,499,-179,-20,28,-86,-22,16,0,27,-15,11,-1326,96,-7,23,50,-6,-36,3,448,-128,-42,16,-79,-22,2,0,0.92740995,356.25,0.14125112,100769.0,0.010047,150.75,289.95,2.3319972,"{""type"":""Point"",""coordinates"":[118.10856187160421,32.36697359777596]}"
00000000000000000dee,37,198,196,31,26,23,65,31,15,25,0,0,41,89,-258,70,-13,-131,110,-91,0,35,-15,16,-324,195,-113,0,39,-90,-36,0,-266,-154,20,-17,-101,84,-73,1,1.4373739,356.25,0.14125112,100769.0,0.010047,150.75,289.95,2.3319972,"{""type"":""Point"",""coordinates"":[118.1859049793762,32.39904345255235]}"
00000000000000000df4,35,200,197,29,26,20,80,49,24,22,0,0,64,1154,-196,6,-2,-122,28,-24,-2,39,-13,17,-955,162,-40,3,79,-33,-44,2,416,-116,-16,1,-101,25,-21,0,5.1178617,356.25,0.14125112,100769.0,0.010047,150.75,289.95,2.3319972,"{""type"":""Point"",""coordinates"":[118.12230482105092,32.397157252806736]}"
0000000000000000170c,35,199,196,29,26,19,91,53,23,22,0,0,54,791,-144,-41,106,47,246,-171,0,58,-20,24,-1589,50,28,-67,-130,-149,34,4,879,-87,-24,38,2,158,-117,-1,2.9905803,352.375,0.14125112,100885.0,0.0094515,146.625,289.45,2.2989974,"{""type"":""Point"",""coordinates"":[114.44182077985039,32.80624856075302]}"
00000000000000001cec,35,199,196,29,25,18,82,46,20,23,0,0,45,1479,-132,-17,101,21,241,-148,-3,53,-18,21,-2163,42,4,-59,-111,-142,48,6,2331,-72,-12,32,-5,138,-92,-6,2.394125,352.375,0.14125112,100885.0,0.0094515,146.625,289.45,2.2989974,"{""type"":""Point"",""coordinates"":[114.49491083699273,32.87470022102446]}"
0000000000000000069a,40,202,200,35,33,32,78,62,46,35,0,1,59,-7,-199,1,22,-64,16,1,1,34,-9,15,55,75,-38,-39,22,-9,-37,0,146,-125,-22,-7,-57,-3,6,0,2.7802885,354.5,0.14125112,100880.0,0.0100335,153.25,289.84,2.3749974,"{""type"":""Point"",""coordinates"":[118.47264747261808,32.57340768104524]}"
00000000000000000df7,34,200,198,29,25,20,80,47,22,22,0,0,131,2849,-269,-29,28,-88,51,-42,-7,47,-14,21,-1144,143,-13,-52,8,-23,19,3,2199,-177,-52,1,-52,12,-22,-6,9.179103,354.5,0.14125112,100880.0,0.0100335,153.25,289.84,2.3749974,"{""type"":""Point"",""coordinates"":[118.49367213408506,32.53055571992162]}"
00000000000000000648,35,199,197,29,25,20,71,44,24,22,0,1,49,1037,-228,-24,27,-46,0,-33,-2,42,-13,18,-1407,168,-10,-59,7,-2,-35,4,871,-150,-55,1,-19,-35,-40,-1,2.9870565,356.5,0.14125112,100405.0,0.010006,149.875,289.86,2.460997,"{""type"":""Point"",""coordinates"":[118.05439271200696,32.01582384891815]}"
00000000000000001c4d,36,200,197,30,26,18,94,54,24,23,0,0,65,-207,-157,-109,128,80,203,-188,2,51,-17,21,-1434,53,59,-82,-134,-118,78,3,1518,-97,-66,58,13,123,-126,-3,2.1559849,354.625,0.14125112,100755.0,0.009589501,144.125,289.68,2.3439972,"{""type"":""Point"",""coordinates"":[114.48251453606414,32.58634353320129]}"
